r8.2_who5_fct4,r8.2_who5_Iexcel,age_fct6,gender_fct2,eth_fct4,education_qual,r4_previnworkforce_fct3,r4.5_fct3,r7.1_fct3,income_band,r5.2_fct2,r8.17_fct2,r5.10,r9.1_fct2,r3.2_fct4,r3.3_num,r3.3_fct5,r3.7_fct3,r3.8,r4_lesswork_fct2,r5.6_fct3,r3.4,r3.10,r3.12,r8.16_1_fct2,r8.16_2_fct2,r8.16_3_fct2,r8.16_6_fct2,r8.16_4_fct2,r12.1_11_fct2,r12.1_13_fct2,r6.4_fct2,r6.5_fct2,r6_change_fct3,score,probability
2.0,1.0,3.0,2.0,0.0,3.0,2.0,0.0,2.0,6.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.6,0.00019553461322533745
1.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0.36,0.00019553461322533745
4.0,2.0,6.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.00021766054764620044
1.0,1.0,2.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0.36,0.0003137617447392259
2.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.68,0.00019553461322533745
1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.12,0.002778004368672449
2.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.52,0.0003928019803511039
3.0,1.0,6.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.00021766054764620044
1.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,7.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,0.00013608782556446457
1.0,1.0,2.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.48,0.000540219350649143
2.0,1.0,5.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.68,0.00032082604910251347
1.0,1.0,3.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.28,0.00019553461322533745
3.0,1.0,6.0,1.0,0.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.84,0.00021032966575976994
3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,0.0003085634830379388
3.0,1.0,5.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0.72,0.00032082604910251347
3.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.72,0.000270976052274786
3.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.72,0.00032082604910251347
3.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.84,0.0004215923528505401
3.0,1.0,6.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.00021766054764620044
2.0,1.0,4.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.6,0.0002075306017667692
3.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.76,0.00032082604910251347
2.0,1.0,6.0,2.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.6,0.00021766054764620044
4.0,2.0,6.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.92,0.00035468139454166526
2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0.64,0.0009796723975502592
2.0,1.0,4.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52,0.0002075306017667692
1.0,1.0,5.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.2,0.00018113942697561936
3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.76,0.0012787723785166241
4.0,2.0,6.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.00021032966575976994
2.0,1.0,6.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.52,0.00021766054764620044
4.0,2.0,6.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.00021032966575976994
3.0,1.0,4.0,2.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.8,0.0002075306017667692
3.0,1.0,6.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.76,0.00021032966575976994
3.0,1.0,5.0,1.0,0.0,3.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.8,0.00032082604910251347
2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.68,0.002778004368672449
3.0,1.0,6.0,1.0,0.0,4.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.76,0.00021032966575976994
1.0,1.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.48,0.0004215923528505401
2.0,1.0,5.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.64,0.00018113942697561936
3.0,1.0,6.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.00021032966575976994
2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.56,0.00019553461322533745
4.0,2.0,6.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.00021766054764620044
1.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.48,0.00019553461322533745
2.0,1.0,2.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.56,0.0003137617447392259
1.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.44,0.001062977873532424
3.0,1.0,5.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.8,0.00018113942697561936
2.0,1.0,6.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.56,0.00021766054764620044
2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,6.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.68,0.0012787723785166241
4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.92,0.00013608782556446457
3.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,0.8,0.00019553461322533745
3.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.8,0.00019553461322533745
2.0,1.0,6.0,1.0,0.0,2.0,3.0,0.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.68,0.00021032966575976994
1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.28,0.0003137617447392259
1.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.16,0.0002075306017667692
3.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.8,0.0002075306017667692
1.0,1.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,6.0,2.0,0.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.16,0.00019553461322533745
1.0,1.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.2,0.00018113942697561936
4.0,2.0,6.0,1.0,0.0,2.0,3.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.00021032966575976994
2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,7.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.56,0.0005863372621528694
3.0,1.0,6.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.84,0.00021766054764620044
1.0,1.0,2.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.36,0.0003137617447392259
2.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.64,0.0017746065715624694
3.0,1.0,5.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72,0.00018113942697561936
2.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.56,0.0005555475582298613
1.0,1.0,2.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.16,0.000540219350649143
3.0,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.72,0.0004215923528505401
3.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.76,0.0002075306017667692
3.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.72,0.0003928019803511039
3.0,1.0,6.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.76,0.00021032966575976994
4.0,2.0,6.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.92,0.00021032966575976994
3.0,1.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.8,0.0004215923528505401
3.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.76,0.0003137617447392259
1.0,1.0,6.0,2.0,0.0,4.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.24,0.00021766054764620044
3.0,1.0,2.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,7.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,0.0003137617447392259
1.0,1.0,5.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.24,0.00018113942697561936
3.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.72,0.0008083963389309282
3.0,1.0,5.0,2.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.8,0.00018113942697561936
1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0.44,0.00019846696597990965
2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.64,0.0024166585360522108
4.0,2.0,6.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.00021766054764620044
1.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.24,0.0004215923528505401
2.0,1.0,4.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.6,0.0002075306017667692
3.0,1.0,6.0,2.0,0.0,4.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.72,0.00021766054764620044
4.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0003137617447392259
2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.00013608782556446457
2.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.64,0.00019553461322533745
2.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.68,0.0007290895257959072
3.0,1.0,6.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.76,0.00021032966575976994
1.0,1.0,2.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.48,0.0003137617447392259
3.0,1.0,6.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.72,0.00021032966575976994
2.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.56,0.00019553461322533745
3.0,1.0,6.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.72,0.00021032966575976994
4.0,2.0,6.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.00021766054764620044
